Order ID,Order Date,Customer ID,Product,Category,Region,Country,Quantity,Sales
ORD100132,10/09/2024,CUST1871,Coffee Maker,Home,Europe,Germany,3,520.92
ORD100133,06/14/2023,CUST1348,Water Bottle,Home,Oceania,New Zealand,5,2234.25
ORD100134,11/24/2024,CUST1970,Standing Desk,Furniture,North America,USA,1,577.46
ORD100135,09/27/2024,CUST1568,Notebook,Office Supplies,Europe,France,1,383.49
ORD100136,10/02/2024,CUST1458,Notebook,Office Supplies,North America,USA,1,238.92
ORD100137,04/08/2024,CUST1708,Standing Desk,Furniture,Asia,Japan,1,467.34
ORD100138,08/27/2024,CUST1566,Running Shoes,Footwear,Asia,China,2,1594.64
ORD100139,11/09/2023,CUST1360,Bluetooth Speaker,Electronics,South America,Argentina,3,746.31
ORD100140,04/18/2023,CUST1123,Bluetooth Speaker,Electronics,Europe,Germany,3,300.15
ORD100141,01/15/2023,CUST1196,Standing Desk,Furniture,South America,Argentina,6,3486.3
ORD100142,12/10/2024,CUST1611,Water Bottle,Home,North America,USA,2,481.04
ORD100143,01/10/2024,CUST1183,Water Bottle,Home,North America,Mexico,4,1718.56
ORD100144,07/16/2023,CUST1046,Wireless Mouse,Electronics,Oceania,New Zealand,5,2797.25
ORD100145,09/16/2022,CUST1653,Pen Set,Office Supplies,South America,Brazil,3,2096.43
ORD100146,08/06/2023,CUST1480,Jeans,Apparel,South America,Argentina,4,606.28
ORD100147,04/16/2022,CUST1258,Pen Set,Office Supplies,South America,Brazil,3,1975.74
ORD100148,03/31/2024,CUST1503,Laptop Sleeve,Electronics,Oceania,Australia,2,251.24
ORD100149,09/15/2023,CUST1087,Standing Desk,Furniture,North America,Mexico,5,3063.65
ORD100150,04/08/2023,CUST1794,Running Shoes,Footwear,South America,Argentina,2,1454.52
ORD100151,09/01/2023,CUST1880,Dress Shoes,Footwear,South America,Argentina,4,1828.24
ORD100152,05/04/2022,CUST1624,Bluetooth Speaker,Electronics,North America,USA,2,1004.56
ORD100153,06/26/2023,CUST1676,Laptop Sleeve,Electronics,Europe,UK,2,286.36
ORD100154,06/03/2022,CUST1160,Wireless Mouse,Electronics,South America,Argentina,4,2212.2
ORD100155,08/20/2024,CUST1298,Wireless Mouse,Electronics,Europe,Germany,1,567.03
ORD100156,07/18/2024,CUST1072,Smartphone Case,Electronics,Europe,Germany,1,631.32
ORD100157,02/10/2023,CUST1435,Laptop Sleeve,Electronics,Oceania,Australia,3,1559.61
ORD100158,06/29/2023,CUST1846,Office Chair,Furniture,North America,USA,1,136.91
ORD100159,09/22/2023,CUST1609,Bluetooth Speaker,Electronics,Oceania,New Zealand,2,708.26
ORD100160,08/17/2024,CUST1705,Water Bottle,Home,South America,Argentina,3,1208.64
ORD100161,10/08/2024,CUST1448,Laptop Sleeve,Electronics,Oceania,Australia,1,712.09
ORD100162,10/23/2023,CUST1618,Water Bottle,Home,North America,USA,3,560.97
ORD100163,02/12/2022,CUST1783,Smartphone Case,Electronics,Asia,Japan,6,221.88
ORD100164,12/25/2022,CUST1481,Running Shoes,Footwear,South America,Argentina,5,746.4
ORD100165,06/11/2024,CUST1650,Pen Set,Office Supplies,South America,Brazil,2,757.32
ORD100166,04/16/2024,CUST1341,Coffee Maker,Home,North America,USA,2,534.38
ORD100167,10/11/2024,CUST1295,Smartphone Case,Electronics,South America,Chile,1,34.17
ORD100168,06/30/2022,CUST1322,Water Bottle,Home,Asia,India,1,776.3
ORD100169,04/07/2024,CUST1885,Running Shoes,Footwear,North America,Mexico,5,3480.75
ORD100170,08/04/2024,CUST1423,Wireless Mouse,Electronics,Europe,France,3,877.83
ORD100171,10/17/2024,CUST1640,Jeans,Apparel,North America,USA,2,434.62
ORD100172,09/26/2022,CUST1949,Water Bottle,Home,South America,Chile,2,780.7
ORD100173,03/01/2022,CUST1996,Smartphone Case,Electronics,Oceania,Australia,4,2277.12
ORD100174,09/29/2023,CUST1564,Wireless Mouse,Electronics,Oceania,New Zealand,5,395.5
ORD100175,08/21/2022,CUST1472,Laptop Sleeve,Electronics,Europe,Germany,4,2985.84
ORD100176,08/21/2023,CUST1521,Bluetooth Speaker,Electronics,Asia,China,1,668.61
ORD100177,08/25/2024,CUST1249,Jeans,Apparel,Oceania,Australia,4,1239.8
ORD100178,11/06/2024,CUST1764,LED Lamp,Home,Europe,UK,3,673.86
ORD100179,04/29/2024,CUST1348,LED Lamp,Home,Oceania,New Zealand,2,1314.68
ORD100180,08/03/2023,CUST1743,Water Bottle,Home,Oceania,New Zealand,2,1385.76
ORD100181,07/03/2024,CUST1551,Jeans,Apparel,Asia,China,5,2218.85
ORD100182,02/12/2024,CUST1466,LED Lamp,Home,Asia,India,3,2354.16
ORD100183,05/05/2023,CUST1585,T-shirt,Apparel,Europe,Germany,6,238.2
ORD100184,08/26/2024,CUST1722,LED Lamp,Home,South America,Argentina,3,2372.37
ORD100185,11/08/2022,CUST1507,Wireless Mouse,Electronics,Europe,France,1,772.46
ORD100186,11/11/2023,CUST1890,Laptop Sleeve,Electronics,South America,Brazil,4,1692.52
ORD100187,07/24/2024,CUST1015,Bluetooth Speaker,Electronics,Europe,Germany,5,3486.95
ORD100188,11/13/2022,CUST1076,Jeans,Apparel,Asia,China,3,1501.47
ORD100189,03/25/2024,CUST1665,Laptop Sleeve,Electronics,Asia,Japan,1,688.18
ORD100190,02/18/2024,CUST1977,Coffee Maker,Home,South America,Chile,9,301.86
ORD100191,05/21/2022,CUST1240,Smartphone Case,Electronics,Asia,India,2,1197.36
ORD100192,06/07/2024,CUST1100,Notebook,Office Supplies,North America,Canada,3,411.78
ORD100193,09/06/2023,CUST1925,Wireless Mouse,Electronics,North America,Canada,3,1913.79
ORD100194,08/24/2023,CUST1367,Coffee Maker,Home,South America,Brazil,1,199.14
ORD100195,04/23/2024,CUST1579,Smartphone Case,Electronics,Europe,UK,4,576.72
ORD100196,02/23/2024,CUST1634,Smartphone Case,Electronics,Europe,Germany,5,3653.5
ORD100197,10/21/2022,CUST1237,Jeans,Apparel,Asia,China,1,207.98
ORD100198,01/20/2022,CUST1920,Notebook,Office Supplies,South America,Argentina,1,543.7
ORD100199,11/20/2022,CUST1075,Jeans,Apparel,Asia,Japan,4,971.32
ORD100200,05/18/2024,CUST1706,Water Bottle,Home,South America,Argentina,1,163.38
ORD100201,02/27/2024,CUST1873,Jeans,Apparel,North America,USA,1,308.18
ORD100202,01/06/2024,CUST1588,Water Bottle,Home,Asia,India,3,2347.41
ORD100203,03/21/2024,CUST1281,Wireless Mouse,Electronics,Oceania,Australia,3,2186.82
ORD100204,10/14/2024,CUST1852,LED Lamp,Home,Asia,India,3,1462.86
ORD100205,12/23/2023,CUST1224,Smartphone Case,Electronics,Europe,France,4,817.0
ORD100206,10/08/2022,CUST1643,Laptop Sleeve,Electronics,North America,Canada,3,1895.85
ORD100207,03/10/2022,CUST1593,Coffee Maker,Home,Europe,UK,4,2912.6
ORD100208,11/01/2023,CUST1765,T-shirt,Apparel,Europe,UK,2,220.14
ORD100209,01/20/2024,CUST1543,Running Shoes,Footwear,Asia,India,1,209.29
ORD100210,09/13/2024,CUST1990,Notebook,Office Supplies,Asia,Japan,1,696.97
ORD100211,08/24/2022,CUST1479,Laptop Sleeve,Electronics,Europe,UK,1,688.81
ORD100212,03/24/2024,CUST1990,Pen Set,Office Supplies,Oceania,New Zealand,1,76.79
ORD100213,03/19/2024,CUST1014,Water Bottle,Home,Oceania,Australia,1,366.55
ORD100214,06/21/2023,CUST1598,T-shirt,Apparel,Asia,India,2,1083.0
ORD100215,08/23/2024,CUST1025,Dress Shoes,Footwear,Oceania,New Zealand,3,2197.89
ORD100216,03/30/2023,CUST1663,Laptop Sleeve,Electronics,South America,Chile,2,490.48
ORD100217,04/16/2024,CUST1119,Office Chair,Furniture,North America,USA,2,493.94
ORD100218,10/05/2024,CUST1118,Laptop Sleeve,Electronics,Europe,France,2,225.7
ORD100219,07/18/2024,CUST1379,Smartphone Case,Electronics,Oceania,New Zealand,2,943.88
ORD100220,11/13/2022,CUST1906,T-shirt,Apparel,North America,Canada,1,494.44
ORD100221,07/27/2023,CUST1033,Bluetooth Speaker,Electronics,Asia,India,2,714.98
ORD100222,04/29/2023,CUST1875,Coffee Maker,Home,North America,Mexico,3,891.09
ORD100223,01/05/2024,CUST1062,T-shirt,Apparel,Asia,India,1,774.72
ORD100224,07/20/2024,CUST1093,Smartphone Case,Electronics,Europe,France,3,1540.2
ORD100225,02/13/2022,CUST1051,Notebook,Office Supplies,Asia,India,3,2373.33
ORD100226,02/25/2023,CUST1070,Pen Set,Office Supplies,Oceania,Australia,4,1884.68
ORD100227,04/23/2023,CUST1336,Notebook,Office Supplies,Europe,France,2,14.5
ORD100228,10/24/2022,CUST1133,Running Shoes,Footwear,Asia,India,3,277.17
ORD100229,02/22/2022,CUST1134,Wireless Mouse,Electronics,Asia,India,3,1419.42
ORD100230,02/02/2022,CUST1178,Water Bottle,Home,North America,USA,3,1784.01
ORD100231,12/13/2024,CUST1116,Bluetooth Speaker,Electronics,North America,Canada,3,1084.14
ORD100232,01/12/2024,CUST1525,Dress Shoes,Footwear,North America,Canada,3,1216.65
ORD100233,03/30/2022,CUST1744,Notebook,Office Supplies,Oceania,New Zealand,2,738.28
ORD100234,03/05/2022,CUST1062,Jeans,Apparel,South America,Argentina,1,550.45
ORD100235,10/01/2024,CUST1729,LED Lamp,Home,South America,Brazil,2,1439.84
ORD100236,10/22/2023,CUST1622,Office Chair,Furniture,North America,USA,2,447.28
ORD100237,10/28/2023,CUST1390,Dress Shoes,Footwear,Oceania,New Zealand,5,1828.5
ORD100238,05/31/2024,CUST1101,Notebook,Office Supplies,North America,Mexico,1,522.48
ORD100239,03/17/2023,CUST1440,Jeans,Apparel,Europe,Germany,4,1097.8
ORD100240,07/17/2024,CUST1408,T-shirt,Apparel,North America,Canada,1,344.28
ORD100241,06/07/2023,CUST1383,Office Chair,Furniture,South America,Brazil,2,155.04
ORD100242,06/24/2022,CUST1095,T-shirt,Apparel,North America,Mexico,3,1777.02
ORD100243,09/24/2022,CUST1569,Wireless Mouse,Electronics,Oceania,New Zealand,3,1612.98
ORD100244,04/21/2024,CUST1362,Pen Set,Office Supplies,South America,Chile,1,45.9
ORD100245,08/13/2023,CUST1614,Water Bottle,Home,Asia,India,1,464.45
ORD100246,03/12/2023,CUST1158,Smartphone Case,Electronics,South America,Brazil,2,1357.16
ORD100247,12/19/2023,CUST1865,Running Shoes,Footwear,Asia,India,2,1222.54
ORD100248,04/09/2023,CUST1826,T-shirt,Apparel,Oceania,Australia,2,978.3
ORD100249,07/02/2023,CUST1029,Office Chair,Furniture,Asia,Japan,1,611.12
ORD100250,11/27/2023,CUST1359,Wireless Mouse,Electronics,Europe,UK,4,1820.92
ORD100251,03/31/2024,CUST1071,Office Chair,Furniture,North America,USA,5,2990.8
ORD100252,03/17/2023,CUST1385,T-shirt,Apparel,South America,Argentina,2,260.28
ORD100253,10/01/2023,CUST1738,Coffee Maker,Home,Oceania,Australia,4,2829.04
ORD100254,11/15/2022,CUST1161,Notebook,Office Supplies,Oceania,Australia,2,1081.62
ORD100255,07/12/2023,CUST1453,Smartphone Case,Electronics,South America,Argentina,2,975.26
ORD100256,04/28/2024,CUST1279,Standing Desk,Furniture,Oceania,Australia,2,558.82
ORD100257,08/16/2022,CUST1290,Smartphone Case,Electronics,Oceania,New Zealand,1,423.91
ORD100258,09/24/2023,CUST1046,Standing Desk,Furniture,South America,Chile,3,145.65
ORD100259,02/23/2023,CUST1308,Standing Desk,Furniture,Europe,Germany,1,235.11
ORD100260,09/03/2022,CUST1007,Jeans,Apparel,South America,Brazil,3,323.1
ORD100261,12/26/2024,CUST1720,Standing Desk,Furniture,Oceania,New Zealand,2,124.6
ORD100262,03/28/2022,CUST1446,Wireless Mouse,Electronics,South America,Brazil,1,690.38
ORD100263,05/29/2024,CUST1587,T-shirt,Apparel,South America,Argentina,4,386.24
ORD100264,02/12/2022,CUST1989,Coffee Maker,Home,Europe,France,4,1483.12
ORD100265,01/12/2024,CUST1090,T-shirt,Apparel,North America,USA,2,702.72
ORD100266,03/31/2024,CUST1536,Laptop Sleeve,Electronics,South America,Argentina,4,2391.64
ORD100267,03/30/2023,CUST1341,Notebook,Office Supplies,Europe,UK,3,1232.49
ORD100268,08/22/2022,CUST1543,Running Shoes,Footwear,Europe,Germany,1,284.12
ORD100269,10/30/2022,CUST1241,Laptop Sleeve,Electronics,Europe,Germany,4,647.32
ORD100270,11/10/2022,CUST1778,Notebook,Office Supplies,North America,USA,2,1522.56
ORD100271,10/08/2024,CUST1475,Notebook,Office Supplies,Oceania,New Zealand,1,546.5
ORD100272,10/24/2023,CUST1884,Smartphone Case,Electronics,Asia,India,1,354.61
ORD100273,08/18/2024,CUST1452,Smartphone Case,Electronics,Asia,China,4,1900.72
ORD100274,12/22/2023,CUST1519,Laptop Sleeve,Electronics,Asia,China,4,1457.08
ORD100275,04/27/2022,CUST1377,Pen Set,Office Supplies,Asia,India,3,1552.53
ORD100276,07/04/2022,CUST1629,Dress Shoes,Footwear,Oceania,New Zealand,3,1118.58
ORD100277,03/26/2022,CUST1460,LED Lamp,Home,Oceania,Australia,5,1303.05
ORD100278,09/01/2024,CUST1513,Office Chair,Furniture,North America,Canada,1,87.28
ORD100279,12/05/2023,CUST1731,Laptop Sleeve,Electronics,Oceania,Australia,4,144.48
ORD100280,06/15/2024,CUST1449,Running Shoes,Footwear,Oceania,Australia,6,1765.8
ORD100281,08/03/2023,CUST1396,T-shirt,Apparel,Asia,Japan,2,960.64
ORD100282,11/17/2023,CUST1067,Coffee Maker,Home,North America,Mexico,2,1088.62
ORD100283,08/05/2023,CUST1258,Bluetooth Speaker,Electronics,Oceania,Australia,4,1080.08
ORD100284,10/17/2022,CUST1938,Coffee Maker,Home,Asia,Japan,2,1120.58
ORD100285,03/13/2024,CUST1132,Dress Shoes,Footwear,North America,Canada,2,898.68
ORD100286,11/04/2023,CUST1832,Office Chair,Furniture,Oceania,Australia,3,1555.77
ORD100287,05/17/2024,CUST1520,Coffee Maker,Home,North America,Canada,3,751.65
ORD100288,03/15/2023,CUST1349,Notebook,Office Supplies,South America,Brazil,4,740.4
ORD100289,10/09/2022,CUST1158,Laptop Sleeve,Electronics,Asia,India,2,817.22
ORD100290,12/14/2024,CUST1038,Smartphone Case,Electronics,Asia,Japan,4,436.72
ORD100291,02/11/2024,CUST1157,Office Chair,Furniture,Europe,France,2,1236.04
ORD100292,12/06/2022,CUST1738,Jeans,Apparel,North America,Canada,4,1178.48
ORD100293,05/02/2023,CUST1992,Jeans,Apparel,Oceania,New Zealand,7,4222.05
ORD100294,07/08/2024,CUST1239,Running Shoes,Footwear,Europe,Germany,3,2317.95
ORD100295,08/18/2024,CUST1925,Pen Set,Office Supplies,Europe,Germany,5,2721.25
ORD100296,06/21/2024,CUST1472,Notebook,Office Supplies,Asia,China,3,1214.43
ORD100297,05/07/2024,CUST1989,Office Chair,Furniture,Europe,France,5,575.15
ORD100298,05/28/2023,CUST1053,Smartphone Case,Electronics,South America,Argentina,1,445.86
ORD100299,07/30/2022,CUST1728,Pen Set,Office Supplies,Oceania,Australia,3,694.89
ORD100300,11/25/2022,CUST1279,Jeans,Apparel,Oceania,Australia,2,1331.36
ORD100301,07/07/2022,CUST1969,LED Lamp,Home,Europe,Germany,4,2833.12
ORD100302,02/24/2022,CUST1424,Wireless Mouse,Electronics,South America,Chile,3,906.9
ORD100303,03/01/2024,CUST1083,Coffee Maker,Home,Europe,UK,2,516.7
ORD100304,07/22/2022,CUST1859,Bluetooth Speaker,Electronics,Asia,India,2,228.78
ORD100305,08/11/2023,CUST1939,Pen Set,Office Supplies,South America,Chile,3,1997.19
ORD100306,08/18/2024,CUST1459,Dress Shoes,Footwear,North America,USA,3,60.33
ORD100307,03/18/2023,CUST1855,Office Chair,Furniture,Oceania,New Zealand,2,186.78
